Feature1,Feature2,Feature3,Target
3,363130,75842.52594440932,136197.7947281085
3,195488,75410.79262084837,139468.22307469472
2,688556,1794.6660622813258,3631.5364207199896
3,391530,12625.465653883066,24919.630435741874
3,793058,65962.97067653759,120597.68343043538
5,663784,16162.064966606014,27313.682073007578
5,800289,25549.408916226002,51866.57323963357
2,242531,94663.80075616529,174101.86894951703
6,247693,56018.26981926535,106113.20514218502
5,938486,75072.97562698401,137216.73505606796
6,995465,55798.11808019011,96419.49563545652
1,920484,55251.406226911036,108462.70354122837
5,704650,9415.281597378778,16002.050707444672
9,551719,34366.38489459104,63982.68745310595
2,872408,28243.1616255613,54456.801720121686
1,239360,39072.89748852476,72241.00406043265
9,345855,79834.43898801401,148479.0027845766
9,508403,37193.32959841969,72596.08438873793
9,27385,45169.736753486344,80222.05114103918
6,432374,39738.1993103926,79890.28246848492
8,417235,9340.887856732363,15711.69787131193
1,281783,44107.271717862546,81220.72583655652
4,86530,19561.007743524195,33326.68802032239
1,756271,18672.410904974568,30624.107515700267
8,284707,9403.701039816191,22313.97081562347
1,957845,35667.16174707906,80292.29813187254
3,378816,75748.21273075326,134736.39147375428
4,924280,27644.241414170545,56310.382418897374
8,430660,31234.978953641166,54832.735553053135
6,987420,64267.50149977659,116140.78781531786
7,402927,19584.161674610627,44261.873375457486
8,730678,89695.8033465604,156474.10859843218
2,346114,52019.100306103115,87122.64220786998
8,244373,44760.34927172766,80278.82194529404
3,348697,55782.06341090094,103909.34277931006
7,162779,16603.5147381882,32307.048887143173
3,171182,61347.35251660376,112323.22140835176
7,718148,36310.13735332738,65908.98114354716
2,608167,89718.64437782779,165736.34351500965
6,957331,16885.503782347943,16322.210098001438
3,239260,50705.15968143372,87643.89090114199
3,924159,59811.30312563886,107663.3630797327
9,832291,3338.4568402779432,9975.041808012846
7,972129,36369.37610630155,73420.76719168562
5,839530,73263.55020655981,127883.65683097199
7,671611,82037.76870714659,155310.18230054667
9,647701,31316.26816552875,54457.32485194493
1,787958,79859.34737894789,143494.25536720277
7,331904,96775.59093475118,177290.1782765402
6,48837,85687.4079201158,153263.57235967458
9,519349,11764.487051533704,27013.339226092256
1,785838,73973.05923552085,131524.4048983718
4,798968,31966.751277371226,56003.96134286653
9,553829,98841.60009960871,183478.69445034236
4,80083,48535.94978009039,83601.12916282442
3,969531,12243.477592504267,23776.670643090984
9,559819,72518.58228418427,122537.94427306257
2,271856,32301.18753750154,67382.26232780873
4,367245,99707.81600035046,185702.4509818147
6,852887,97978.2478072064,190555.82555087528
2,600032,65613.43618865627,125102.01979681321
8,778147,12982.731912526862,18133.739794545945
8,655037,68686.13108140315,127329.80374732862
1,792541,9303.139342954075,12554.877506208311
3,836700,2936.5129738233213,13603.260888147472
9,757097,82295.86232630399,143032.39924745934
5,842047,20975.373793073366,32445.92190633307
6,607791,37902.774719197114,60497.83272607137
4,255346,97345.74165187831,172920.10886706595
2,948263,33684.11650206013,57664.15207979039
8,610996,29649.048479353394,47389.53973363978
6,716472,91820.80814147757,175602.73617587725
5,627759,11074.933457051278,22913.163204625525
9,779513,75958.26505322217,139202.80629508346
1,158661,98806.55785872074,185879.95674193697
5,686375,90129.61094786381,163872.77616636953
6,161081,65166.82670385072,113655.42755940561
5,870741,31406.148093193697,48480.388355160365
6,389590,25432.27268563355,41965.59887242337
6,718406,81925.52856163563,155370.23241348646
7,894093,87982.20341297814,152559.33206492985
4,682503,52543.53871107803,96697.25736992984
8,7154,24434.069644652533,49178.52807580235
7,678164,11294.409546796514,22116.743386449984
9,960192,8718.038065236333,18194.481161378317
7,65288,71907.77282764083,132765.65465412062
3,52195,42011.93077289971,77552.97725033273
3,283725,90535.9968917996,171161.02776760567
8,446864,73967.1561055463,128186.85434884527
5,293231,19126.122665416875,35790.7606819443
4,706290,61377.78050382801,101753.94773690468
8,165053,43550.60188927049,68128.8789647542
6,594586,57725.01535188823,103811.9654791389
2,833599,73806.93852693938,135992.18669321467
4,731664,80619.60748079098,153646.46435161156
4,437624,84373.74826693979,164202.51754554393
6,40499,25397.562059715012,52353.16456081442
6,388960,3111.656880175776,9449.29110630654
1,446485,73929.4995870038,134099.1660354759
8,694919,10634.461991204833,11857.350768251814
6,246198,31492.0273693379,56096.56523609923
3,468535,381.8130307213019,7382.414711589473
9,768285,68166.98007321377,127603.11591192498
2,621635,16713.284433920977,23969.058747643016
8,311931,65528.275440924845,121200.98952995712
3,298632,99174.26254252216,181313.9526358785
5,337585,7267.179893914467,15014.16690961973
6,731023,7707.893487344873,14118.4420003341
6,23431,34038.07522865822,64626.17074630577
4,324825,86638.66478648278,159610.57431023102
3,195555,21553.0653261463,35695.00125990632
4,648008,36037.84595525276,67479.19702636544
1,574441,6850.633812157294,11674.38565814706
4,269512,76315.55281035982,130078.58171991646
1,945928,40830.69344531083,71163.17702636869
1,899792,75924.89738121098,129299.26285945266
6,177076,90360.79407389507,167656.43500836164
5,220724,23276.391433814162,43802.31346863709
4,900187,80739.6222943921,144015.96057387607
3,582273,5909.48309843632,18039.81279362862
1,837501,89884.74893328591,162554.25311782048
6,315470,65076.88967901997,110158.02264240159
2,634025,87422.68499116274,155486.45278317388
8,737421,18.939936818234088,8591.07332263928
5,679758,16908.190127492213,27442.243104040266
7,754753,38975.99976671046,71931.28252386798
2,51861,37950.35238718152,72061.94791949993
8,339041,22673.11561931277,43954.8710375377
2,213977,38161.25582552602,81050.54798073735
4,652406,12884.958315154283,17649.61168266137
1,856009,41276.171650489676,69345.79806821741
5,722001,80235.4526804935,139001.04308937764
9,10078,47907.0584033288,84785.15202090744
1,943507,1800.107094512604,9211.833211034944
9,325912,42144.46201352058,70891.3147253545
8,576335,2717.598891582807,10770.648034568745
6,859058,96624.34444633874,174546.98235304846
7,845092,12745.483196890955,17840.4322883491
3,760746,70768.86186422924,119016.47457277335
1,968290,97277.63501157629,167949.0355517907
5,396141,82603.92256275202,145570.86407178402
2,216048,69931.56758108285,125145.08976723254
5,761581,83946.10700398574,158229.09799082662
8,643120,98179.87114619344,181064.7691240894
9,917838,62134.48759090323,108133.2904032243
2,650438,55918.52476445196,103027.88999287438
3,158087,62823.84822251709,121428.70164649197
3,34320,53267.63540856681,105277.49084057045
1,328025,63508.947082061284,112911.08718994232
8,616115,44984.27581303512,86095.19611198822
6,514287,21844.39644401242,46544.83393366147
8,365359,12024.810626444912,14315.979011708907
9,944793,6834.186719132486,10238.897158639993
5,260931,26331.65204374163,58642.53285085125
3,921893,4612.45182121695,7267.179227585991
5,944187,56717.12127486056,87933.15497124352
5,407845,28382.916319507323,50703.362823179574
5,848982,82453.49835522241,154478.91553497966
3,550114,7424.179874751345,13680.132958556902
4,101734,22635.226798999156,44383.09497220165
9,158702,73024.64168439989,136241.81602019846
9,755122,59880.8697575195,106415.4393063737
2,178235,6449.220675789628,9106.749784349451
8,99511,87723.95799227433,158744.08476586515
8,984939,87726.18855644167,159312.50351624444
7,274797,33040.86734677699,59902.343823433446
8,684321,34040.65029437213,62115.11364328215
3,607229,98902.83693218156,174594.99030482312
6,730497,62617.654541696655,116846.46122545873
1,821094,53131.69892515385,99046.76480084176
7,99818,83815.23453997409,144258.28933877609
1,974950,28529.105306697806,49897.052966626215
9,153360,42918.316421376345,77822.04892117465
1,778915,26777.740771165863,45920.82587671768
1,620369,78916.10574278848,145549.03472495824
7,562165,57334.97722858723,103170.62881917132
2,374706,65882.54113150004,119627.289683976
5,933817,25230.79975321567,43893.80151837284
8,212957,22022.608115201372,29805.078990309397
8,73715,48837.51406083097,77716.6412016835
3,142398,73756.60115270778,135790.12880833415
7,635379,52524.02322804026,96216.49169291944
3,520052,3264.6644899991056,8338.733113753813
6,133632,86855.16377687824,157096.4750086954
6,866580,6468.782882823805,13167.936205950422
3,84186,95582.45278962686,176944.62488942227
7,945249,2514.2933135314447,7242.449326363662
3,688250,69445.07616802526,130558.80885397604
8,152094,8220.798150471794,15754.792876982216
4,911061,91067.66687585601,162887.42217394197
1,971083,46443.37717923065,85057.63473339641
4,595604,13752.463729324056,20883.34730534682
7,29380,34081.63589741468,59483.39997078688
4,635486,16482.551052208666,30886.191437175785
6,265500,17058.274097517842,31677.235035037174
9,71326,94810.83720631221,170190.07557134706
1,879879,44524.66670386758,73646.4160160906
5,640282,78880.24751030956,145501.63425066078
7,221971,63960.592157212064,119432.19341597945
1,807481,67642.668591203,130381.99644042659
4,469933,13169.430677860004,26160.821703091664
6,892793,23418.52126310388,42625.043944544406
2,803514,78675.05484041017,136957.7081646876
5,788093,97076.62357085764,182607.05827434902
1,169484,26267.637992300908,48608.65527051175
6,790352,27156.949318227507,50262.550641936796
6,485410,47289.7659913772,84112.0027935847
4,770666,98384.0329015125,175898.7443905482
8,978819,26895.96768675252,52367.48500640877
4,342705,40697.25026623542,68331.1998659308
8,796378,89148.01241434911,169015.77064162234
8,226314,292.2029700329386,7700.7546337511485
5,439716,3976.6925222604555,5622.596805733374
4,760900,60407.20729995421,104806.10031055237
2,803741,90738.02573326822,153660.28687810575
3,580518,23885.742154526724,37036.52551572697
3,899254,46964.23050389343,88643.79937142254
4,492872,45046.58511925166,82918.99850915626
4,517998,47297.187312416405,87874.20398887996
5,948531,62252.00732100494,103314.98050118808
4,520984,46974.42932469207,82847.38668393242
8,466757,44746.869385431644,87638.10742518738
6,375484,47428.89461428401,85097.61527911444
6,509062,59086.78504036002,100267.27039952812
8,584609,53700.79513438699,96419.72408768207
7,133028,85413.61435145067,149976.93274078495
8,232447,4949.780399681312,10718.223519153347
2,861563,83331.7238155941,150536.611262508
9,442124,84392.47686871114,154871.0036840915
1,996843,28490.87366229393,45695.375958303506
8,813395,46285.24921638956,81500.5632461757
4,627045,43853.904999894694,84714.72320680601
4,433659,21851.06158442959,32789.34007979585
5,886691,39679.745028946934,66866.32647190458
8,302207,4438.872778308227,9161.561050915128
5,377369,27782.279495966162,51645.436788158055
8,379544,81668.23587685426,144772.3473646238
1,343962,28456.301720059575,50004.159682912985
9,267847,81820.68505415788,150104.2844052624
6,721488,53159.99330049662,100314.90694969326
3,597387,87986.27974984827,153336.8887232781
8,420065,57477.99794848609,105516.0264104147
9,688220,2966.9193396516753,13271.644811401626
6,32585,67542.05321268817,121030.52797603304
7,416231,4485.452317000064,2903.7339016575197
1,996043,45059.756838611494,75978.1242653646
5,568873,92942.67650464195,166792.5670017962
5,290102,16520.47741339108,35076.14686844204
4,289161,38987.29630691911,70129.93460322129
6,995211,72986.05789881696,132836.66961740018
7,387821,88225.86738362916,154039.76337966346
9,963854,67094.33337995032,126194.3152487933
1,930705,25817.399601791498,41211.37892739793
6,816858,67460.81783083633,119333.41867414724
7,280922,29672.834437644888,56722.137297992274
3,701601,71842.95113895055,119479.95505851133
8,43229,95403.31735519129,172641.39148777287
5,87652,72139.37297128372,124714.32951635179
9,915699,86288.06400319094,155886.11170028927
5,250474,210.4841072040237,-1241.1696455924398
9,704724,71757.24071594697,140071.56941544698
4,913935,82958.77272776935,147829.1524639853
9,261116,4055.9696985943874,16671.56032188661
5,872310,87159.78556905033,160273.5304802075
9,844488,25669.497161581752,42647.04403719851
3,945994,66529.24366859533,121888.69022977038
4,521985,80035.50786685276,142814.8579286459
9,20975,66266.48503948425,120527.94802477783
6,158795,9228.569978846517,13139.368524757398
2,417495,59632.19225388494,116003.58172372267
7,210373,54958.41071384868,103678.31623891125
2,930065,90032.13677530034,162687.78653634858
2,198133,40424.03254044795,81513.89891315399
1,875829,32108.1776005953,58607.03040148578
3,705513,74985.10145857018,140823.06394973214
6,296286,41267.59134080705,74639.3103510648
8,814348,64609.65289088879,118697.98717765273
9,589612,64645.04436745168,116275.69195669911
7,177037,88803.91763210535,160433.07700715933
4,389076,59869.2803626695,108823.90195474509
6,661008,50215.41078083769,87387.58424306587
5,691493,13887.21875251906,23352.396919918872
8,969181,11573.849094109868,20257.7437869669
1,621347,15432.24109615141,29240.262557084025
1,623605,17184.930947861318,31094.783108633037
6,726495,63787.74547865412,121064.35203070595
2,298190,74098.15092933283,137767.3582676973
5,441280,52999.199293489575,94652.56094815437
1,102459,82901.79035277585,156186.3716222562
7,762985,99126.32354704065,188194.97800255046
1,201422,82001.28091067269,137486.88516460027
4,833325,69488.26787935855,130168.9951081768
9,102520,53249.316694444715,92462.10906334298
1,913250,44885.36228216365,85257.01721451107
4,586560,8439.32961521618,21687.263010621286
6,748512,39936.93490259425,67893.77585211689
6,517123,91013.47266474974,154839.17680147075
8,330793,80802.2821883923,149810.67488018548
1,327818,21605.214896032216,39733.30822527605
7,145832,46660.83180894311,75741.21948658446
1,153999,81672.3385835342,159738.0314776757
7,349619,6738.548740096773,15447.294293456951
3,62367,38739.31982760736,73121.45939031901
8,754315,85184.13850327108,160561.6955686982
3,406804,40389.846027225954,70010.00508477421
1,909182,7761.556711679613,15080.663641466686
8,758038,54253.48259978829,91462.67811072011
3,236806,86174.26331758004,152201.33473521814
2,905586,59028.59526676167,108638.5644825172
1,708593,22627.988193512356,32761.251912659976
3,45738,38424.023589776116,66013.6637332066
2,558685,45012.391105857096,76667.97669085416
2,345333,57926.677455417295,105157.14714785285
6,339511,75935.12664015873,139744.48976061246
1,203332,9887.451876701776,21612.843399945483
2,383729,88965.21433655333,165329.33352968673
6,864051,1231.0690706372573,9526.534060008918
3,112453,37005.296462192055,69710.98740036273
4,20816,2742.128255234768,14394.91835389466
1,960744,39297.483237106586,71816.35443311527
8,924780,52581.307306072486,94266.13737967773
7,770299,51168.18749001251,95545.42379882273
7,866962,16562.91813999183,29185.67777702235
3,417715,64574.08643551022,125714.03672779365
3,372000,4477.940572621772,13910.210396395249
2,214567,76190.70582255952,141007.9447016047
1,515933,94664.44873491123,171314.07094304697
7,596923,33976.94873822907,59440.583371738
7,895235,51723.986447495015,97078.41812832982
2,217184,37891.08991485363,62683.066587501744
7,299090,671.138359366965,9050.41171406564
8,318348,38587.5117020613,68752.51153678348
1,183958,79172.04675410873,144130.19682359934
9,990156,59598.924619463956,103252.13693406868
7,278707,10126.081335524432,22002.231219540085
3,93324,84713.96425542954,150272.08959558155
